key,TOTAL_POP,TOTAL_MALE,TOTAL_FEMALE,SEX_RATIO,HH_SIZE,ENUMERATED_HH,QUICK_COUNT_HH,csv_pop_total,csv_pop_male,csv_pop_female,csv_hh_total,csv_sex_ratio,pop_diff,match_method,population,area_km2,density
26|80|72|002|035|368,2018,985,1033,95,4.0,510,532,2018.0,985.0,1033.0,510.0,95.35,0.0,code_match,2018,0.07623583780862679,26470.5
26|80|72|002|183|068,5874,2945,2929,101,3.6,1629,1578,5872.0,2943.0,2929.0,1628.0,100.48,-2.0,code_match,5874,0.25997337846706603,22594.6
26|80|72|002|732|392,1633,911,722,126,3.5,472,410,1633.0,911.0,722.0,472.0,126.18,0.0,code_match,1633,0.053929253070929,30280.4
26|80|72|002|732|400,4776,2456,2320,106,3.9,1238,1111,4770.0,2452.0,2318.0,1238.0,105.78,-6.0,code_match,4776,0.12069394435446162,39571.2
26|80|72|003|067|028,9507,4957,4548,109,3.4,2797,2459,9507.0,4957.0,4548.0,2796.0,108.99,0.0,code_match,9507,0.23157933708118714,41052.9
26|80|72|003|067|068,12250,6309,5941,106,3.3,3686,3215,12230.0,6294.0,5936.0,3686.0,106.03,-20.0,code_match,12250,0.3197622494098576,38309.7
26|80|72|003|067|348,2927,1599,1328,120,3.7,800,730,2933.0,1606.0,1327.0,800.0,121.02,6.0,code_match,2927,0.09280777160712837,31538.3
26|80|72|003|399|188,14139,7355,6784,108,3.6,3952,3555,14160.0,7369.0,6791.0,3949.0,108.51,21.0,code_match,14139,0.6011209820629214,23521.1
26|80|72|004|732|128,1287,633,654,97,4.2,308,352,1287.0,633.0,654.0,308.0,96.79,0.0,code_match,1287,0.04027134302081197,31958.2
26|80|72|004|732|208,5588,2762,2826,98,3.8,1473,1149,5588.0,2762.0,2826.0,1473.0,97.74,0.0,code_match,5588,0.18237685785764576,30639.9
26|80|72|004|732|368,3589,1809,1780,102,3.7,970,866,3588.0,1809.0,1779.0,970.0,101.69,-1.0,code_match,3589,0.23384844831474066,15347.5
26|80|72|004|732|376,4275,2127,2148,99,4.2,1016,923,4275.0,2127.0,2148.0,1016.0,99.02,0.0,code_match,4275,0.06795241563938575,62911.7
26|80|72|004|732|384,734,376,358,105,3.7,201,211,734.0,376.0,358.0,201.0,105.03,0.0,code_match,734,0.0252256436997865,29097.4
26|80|72|004|732|409,841,429,412,104,3.9,213,218,840.0,428.0,412.0,213.0,103.88,-1.0,code_match,841,0.038753844224283594,21701.1
26|80|72|005|078|408,6391,3220,3171,102,3.4,1861,1661,6391.0,3220.0,3171.0,1860.0,101.55,0.0,code_match,6391,0.1395322900008269,45803.0
26|80|72|005|145|028,26142,13750,12392,111,3.9,6745,5873,26164.0,13773.0,12391.0,6742.0,111.15,22.0,code_match,26142,0.45020886745118044,58066.4
26|80|72|005|145|308,772,374,398,94,3.8,202,217,772.0,374.0,398.0,201.0,93.97,0.0,code_match,772,0.02521729210975288,30613.9
26|80|72|005|145|316,2050,962,1088,88,3.8,546,310,2050.0,962.0,1088.0,546.0,88.42,0.0,code_match,2050,0.05416742258828593,37845.6
26|80|72|006|079|068,7706,3939,3767,105,3.3,2358,2255,8652.0,4429.0,4222.0,2625.0,104.9,946.0,code_match,7706,0.2898084988571555,26590.0
26|80|72|006|085|028,3066,1654,1412,117,2.8,1110,994,3066.0,1654.0,1412.0,1110.0,117.14,0.0,code_match,3066,0.17580875755415948,17439.4
26|80|72|006|185|036,6333,3201,3132,102,3.3,1896,2084,6332.0,3201.0,3131.0,1896.0,102.24,-1.0,code_match,6333,0.4276858314801635,14807.6
26|80|72|006|185|068,7607,3979,3628,110,3.1,2437,2535,7606.0,3979.0,3627.0,2437.0,109.7,-1.0,code_match,7607,0.13952684081292513,54520.0
26|80|72|006|185|348,10129,5625,4504,125,3.3,3113,2768,10342.0,5725.0,4617.0,3190.0,124.0,213.0,code_match,10129,0.21285146512575764,47587.2
26|80|72|006|185|388,1132,598,534,112,3.3,346,368,1132.0,598.0,534.0,346.0,111.99,0.0,code_match,1132,0.06192066121046478,18281.5
26|80|72|006|444|208,15884,8382,7502,112,2.8,5730,4947,16722.0,8814.0,7908.0,6037.0,111.46,838.0,code_match,15884,0.42437209431492307,37429.4
26|80|72|006|444|408,1335,907,428,212,2.6,514,406,1335.0,907.0,428.0,514.0,211.92,0.0,code_match,1335,0.056834128891024724,23489.4
26|80|72|006|445|208,12302,6509,5793,112,3.0,4036,3600,13162.0,6954.0,6208.0,4317.0,112.02,860.0,code_match,12302,0.2666870328747675,46129.0
26|80|72|006|736|208,605,347,258,135,3.2,187,139,605.0,347.0,258.0,187.0,134.5,0.0,code_match,605,0.09799570070175932,6173.7
26|80|72|006|736|368,1303,664,639,104,3.0,433,479,1303.0,664.0,639.0,433.0,103.91,0.0,code_match,1303,0.07393964342555145,17622.5
26|80|72|007|030|050,13365,6971,6394,109,4.0,3377,3133,14360.0,7484.0,6876.0,3661.0,108.84,995.0,code_match,13365,0.2225009041212389,60067.2
26|80|72|007|182|068,17254,8890,8356,106,3.5,4890,4292,17253.0,8889.0,8356.0,4881.0,106.38,-1.0,code_match,17254,0.30092748689123094,57336.1
26|80|72|007|182|348,2684,1211,1473,82,3.7,735,703,2684.0,1211.0,1473.0,735.0,82.21,0.0,code_match,2684,0.21356099672850948,12567.8
26|80|72|007|369|168,14740,7622,7118,107,3.4,4330,3424,14739.0,7622.0,7117.0,4327.0,107.1,-1.0,code_match,14740,0.9473869763791336,15558.6
26|80|72|007|516|248,17263,9348,7915,118,3.2,5391,3761,17263.0,9348.0,7915.0,5388.0,118.1,0.0,code_match,17263,0.4065814849473031,42458.9
26|80|72|007|775|388,2890,1517,1373,111,3.5,828,712,2914.0,1538.0,1376.0,828.0,111.77,24.0,code_match,2890,0.089128592083906,32425.1
26|80|72|008|691|128,2101,1063,1038,102,3.4,627,562,2101.0,1063.0,1038.0,627.0,102.41,0.0,code_match,2101,0.301649939728725,6965.0
26|80|72|008|691|248,359,174,185,94,3.1,115,110,359.0,174.0,185.0,115.0,94.05,0.0,code_match,359,0.18555039191246825,1934.8
26|80|72|008|691|348,35201,17784,17417,102,3.4,10270,7563,36311.0,18342.0,17969.0,10566.0,102.08,1110.0,code_match,35201,2.703697740600303,13019.6
26|80|72|009|034|057,9533,5027,4506,112,3.3,2880,1782,9532.0,5027.0,4505.0,2880.0,111.59,-1.0,code_match,9533,0.25984657667908523,36687.0
26|80|72|009|034|368,701,352,349,101,3.6,194,84,701.0,352.0,349.0,194.0,100.86,0.0,code_match,701,0.022528476025766124,31116.2
26|80|72|009|034|388,1839,922,917,101,3.1,590,465,1837.0,921.0,916.0,590.0,100.55,-2.0,code_match,1839,0.048531617232784874,37892.8
26|80|72|009|190|028,6903,3594,3309,109,3.6,1923,1787,6903.0,3594.0,3309.0,1922.0,108.61,0.0,code_match,6903,0.23381305676766548,29523.6
26|80|72|009|301|128,26905,14135,12770,111,2.9,9130,6826,26904.0,14135.0,12769.0,9130.0,110.7,-1.0,code_match,26905,1.5381068628884043,17492.3
26|80|72|009|302|128,72,44,28,157,3.8,19,1,72.0,44.0,28.0,19.0,157.14,0.0,code_match,72,0.10066713297620274,715.2
26|80|72|009|628|308,891,464,427,109,3.3,268,225,889.0,463.0,426.0,268.0,108.69,-2.0,code_match,891,0.053459138302662614,16666.9
26|20|05|027|149|624,1260,647,613,106,3.5,355,364,1262.0,649.0,613.0,355.0,105.87,2.0,code_match,1260,0.022748109827324274,55389.2
26|20|05|030|149|048,29,17,12,142,2.9,10,18,29.0,17.0,12.0,10.0,141.67,0.0,code_match,29,0.004646312455152281,6241.5
26|20|05|030|149|188,736,408,328,124,3.3,226,240,736.0,408.0,328.0,226.0,124.39,0.0,code_match,736,0.007608550039851889,96733.3
26|20|05|030|149|248,713,396,317,125,2.8,252,278,717.0,401.0,316.0,252.0,126.9,4.0,code_match,713,0.03848017775496368,18529.0
26|20|05|030|149|348,1142,598,544,110,3.3,341,352,1142.0,598.0,544.0,341.0,109.93,0.0,code_match,1142,0.022481284235200457,50797.8
26|20|05|031|149|016,1225,747,478,156,5.4,225,212,1227.0,748.0,479.0,225.0,156.16,2.0,code_match,1225,0.010917122061770918,112209.1
26|20|05|031|149|032,258,152,106,143,2.3,110,78,258.0,152.0,106.0,110.0,143.4,0.0,code_match,258,0.004929074951109939,52342.5
26|20|05|031|149|088,1097,609,488,125,3.8,290,320,1108.0,618.0,490.0,290.0,126.12,11.0,code_match,1097,0.04043116102827896,27132.5
26|20|05|031|149|096,113,57,56,102,4.9,23,8,113.0,57.0,56.0,23.0,101.79,0.0,code_match,113,0.004488685751778441,25174.4
26|20|05|031|149|156,2083,1147,936,123,3.9,538,555,2083.0,1147.0,936.0,538.0,122.54,0.0,code_match,2083,0.028366479329680682,73431.7
26|20|05|031|149|164,360,229,131,175,4.6,78,88,361.0,229.0,132.0,78.0,173.48,1.0,code_match,360,0.005457398749123772,65965.5
26|20|05|031|149|208,730,407,323,126,3.3,218,193,729.0,407.0,322.0,216.0,126.4,-1.0,code_match,730,0.014690868419336279,49690.7
26|20|05|031|149|292,1145,645,500,129,3.8,299,305,1147.0,647.0,500.0,299.0,129.4,2.0,code_match,1145,0.012096460229074575,94655.8
26|20|05|031|149|428,235,180,55,327,2.9,80,65,234.0,178.0,56.0,80.0,317.86,-1.0,code_match,235,0.0027786645365290023,84573.0
26|20|05|031|149|436,1284,782,502,156,4.2,308,356,1285.0,783.0,502.0,308.0,155.98,1.0,code_match,1284,0.010972647845735236,117018.2
26|20|05|031|149|516,2465,1288,1177,109,4.4,556,503,2470.0,1292.0,1178.0,552.0,109.68,5.0,code_match,2465,0.030388131769424325,81117.2
26|20|05|031|149|536,280,157,123,128,3.2,88,127,280.0,157.0,123.0,88.0,127.64,0.0,code_match,280,0.0039109833492321795,71593.2
26|20|05|031|149|584,1981,1050,931,113,3.9,508,449,1981.0,1050.0,931.0,507.0,112.78,0.0,code_match,1981,0.009431871587418929,210032.5
26|20|05|031|149|608,490,251,239,105,4.2,118,118,490.0,251.0,239.0,118.0,105.02,0.0,code_match,490,0.011934840080066752,41056.3
26|20|05|031|149|692,344,187,157,119,4.5,77,111,344.0,187.0,157.0,77.0,119.11,0.0,code_match,344,0.007511433781556248,45796.8
26|20|05|032|149|108,2493,1366,1127,121,4.2,600,590,2493.0,1366.0,1127.0,600.0,121.21,0.0,code_match,2493,0.013491390538154633,184784.5
26|20|05|032|149|132,1894,953,941,101,4.3,443,389,1894.0,953.0,941.0,442.0,101.28,0.0,code_match,1894,0.017533437823037835,108022.2
26|20|05|032|149|276,937,484,453,107,4.9,193,224,937.0,484.0,453.0,193.0,106.84,0.0,code_match,937,0.0038727864991612753,241944.7
26|20|05|032|149|316,1728,1010,718,141,4.5,384,274,1728.0,1010.0,718.0,384.0,140.67,0.0,code_match,1728,0.016841566613528692,102603.3
26|20|05|032|149|348,13,7,6,117,6.5,2,2,13.0,7.0,6.0,2.0,116.67,0.0,code_match,13,0.001650949656915061,7874.3
26|20|05|032|149|388,2938,1499,1439,104,4.1,716,642,2937.0,1499.0,1438.0,716.0,104.24,-1.0,code_match,2938,0.020370094909967017,144231.0
26|20|05|032|149|420,847,424,423,100,4.3,196,183,847.0,424.0,423.0,196.0,100.24,0.0,code_match,847,0.010596739442490215,79930.2
26|20|05|032|149|444,5579,2927,2652,110,4.3,1308,1056,5579.0,2927.0,2652.0,1308.0,110.37,0.0,code_match,5579,0.028703974978633792,194363.3
26|20|05|032|149|668,2854,1565,1289,121,4.2,685,587,2855.0,1566.0,1289.0,685.0,121.49,1.0,code_match,2854,0.017100998880823264,166890.8
26|20|05|032|149|700,3863,2055,1808,114,4.2,929,933,3863.0,2055.0,1808.0,929.0,113.66,0.0,code_match,3863,0.021868982535179146,176642.9
26|20|05|033|149|024,5707,2952,2755,107,4.0,1427,1147,5715.0,2959.0,2756.0,1423.0,107.37,8.0,code_match,5707,0.02798298884116173,203945.3
26|20|05|033|149|041,3654,1955,1699,115,4.1,901,955,3653.0,1954.0,1699.0,894.0,115.01,-1.0,code_match,3654,0.03561778186623187,102589.2
26|20|05|033|149|048,15133,9009,6124,147,3.8,3948,3811,15163.0,9034.0,6129.0,3941.0,147.4,30.0,code_match,15133,0.08566365204657962,176656.0
26|20|05|033|149|056,8664,5747,2917,197,4.6,1903,1402,8664.0,5747.0,2917.0,1903.0,197.02,0.0,code_match,8664,0.05781116800718254,149867.2
26|20|05|033|149|072,3440,1836,1604,115,4.0,861,768,3447.0,1839.0,1608.0,861.0,114.37,7.0,code_match,3440,0.022612631893198912,152127.4
26|20|05|033|149|140,3389,1752,1637,107,3.6,946,641,3392.0,1754.0,1638.0,946.0,107.08,3.0,code_match,3389,0.03470692516565664,97646.2
26|20|05|033|149|180,5628,3382,2246,151,4.1,1368,869,5642.0,3394.0,2248.0,1368.0,150.98,14.0,code_match,5628,0.05979568467946933,94120.5
26|20|05|033|149|188,4952,2671,2281,117,3.6,1386,1351,4954.0,2673.0,2281.0,1386.0,117.19,2.0,code_match,4952,0.033103998021588046,149589.2
26|20|05|033|149|500,1945,1213,732,166,4.0,489,465,1945.0,1213.0,732.0,489.0,165.71,0.0,code_match,1945,0.011360432794813908,171208.3
26|20|05|033|149|544,5895,3343,2552,131,4.0,1487,1066,5897.0,3345.0,2552.0,1486.0,131.07,2.0,code_match,5895,0.0161468066182283,365087.7
26|20|05|033|149|724,6082,3902,2180,179,4.2,1451,1143,6094.0,3913.0,2181.0,1451.0,179.41,12.0,code_match,6082,0.02942116425444484,206721.9
26|20|05|034|149|116,918,624,294,212,4.3,215,174,918.0,624.0,294.0,215.0,212.24,0.0,code_match,918,0.0024803849588170617,370103.8
26|20|05|034|149|340,7634,5107,2527,202,4.1,1876,1833,7633.0,5108.0,2525.0,1876.0,202.3,-1.0,code_match,7634,0.03849734728797098,198299.4
26|20|05|034|149|404,339,309,30,1030,4.3,78,73,344.0,313.0,31.0,78.0,1009.68,5.0,code_match,339,0.010490121333329508,32316.1
26|20|05|034|149|412,5223,3593,1630,220,4.9,1069,986,5224.0,3594.0,1630.0,1061.0,220.49,1.0,code_match,5223,0.07082966852859718,73740.3
26|20|05|034|149|448,9947,6433,3513,183,4.2,2370,2257,9945.0,6434.0,3510.0,2370.0,183.3,-2.0,code_match,9947,0.04809428654357587,206822.9
26|20|05|034|149|484,860,615,245,251,4.1,212,204,860.0,615.0,245.0,212.0,251.02,0.0,code_match,860,0.007665446013415606,112191.8
26|20|05|034|149|560,487,371,116,320,3.7,130,89,494.0,377.0,117.0,130.0,322.22,7.0,code_match,487,0.04402469925083711,11062.0
26|20|05|034|149|576,4621,2715,1906,142,3.9,1193,1075,4636.0,2726.0,1910.0,1193.0,142.72,15.0,code_match,4621,0.02416923943085586,191193.4
26|20|05|034|149|684,32,32,0,0,2.9,11,13,34.0,33.0,1.0,11.0,3300.0,2.0,code_match,32,0.022196349774833833,1441.7
26|20|05|034|149|708,11985,9092,2893,314,4.7,2566,2550,12004.0,9107.0,2897.0,2565.0,314.36,19.0,code_match,11985,0.08378628775079697,143042.5
26|20|05|034|149|728,2786,1820,966,188,4.0,704,598,2786.0,1820.0,966.0,704.0,188.41,0.0,code_match,2786,0.009413364889600134,295962.2
26|20|05|035|149|080,2614,1500,1114,135,4.3,603,664,2627.0,1513.0,1114.0,603.0,135.82,13.0,code_match,2614,0.010255325354641963,254892.0
26|20|05|035|149|124,638,409,229,179,3.5,183,215,638.0,409.0,229.0,183.0,178.6,0.0,code_match,638,0.006301416788106043,101247.1
26|20|05|035|149|148,1504,869,635,137,4.6,328,280,1503.0,869.0,634.0,328.0,137.07,-1.0,code_match,1504,0.01057886403140258,142170.3
26|20|05|035|149|172,338,213,125,170,3.3,101,124,338.0,213.0,125.0,101.0,170.4,0.0,code_match,338,0.004831456452029384,69958.2
26|20|05|035|149|228,303,173,130,133,3.7,81,77,307.0,177.0,130.0,81.0,136.15,4.0,code_match,303,0.009420586591829727,32163.6
26|20|05|035|149|248,301,191,110,174,3.6,83,78,304.0,194.0,110.0,83.0,176.36,3.0,code_match,301,0.009959517810101636,30222.3
26|20|05|035|149|268,2571,1311,1260,104,4.2,616,764,2583.0,1321.0,1262.0,616.0,104.68,12.0,code_match,2571,0.02775696371590423,92625.4
26|20|05|035|149|284,1494,1210,284,426,4.4,339,319,1497.0,1213.0,284.0,339.0,427.11,3.0,code_match,1494,0.016182025912845593,92324.7
26|20|05|035|149|324,5039,2808,2231,126,4.0,1268,1318,5066.0,2833.0,2233.0,1268.0,126.87,27.0,code_match,5039,0.06740244350335288,74759.9
26|20|05|035|149|332,387,275,112,246,4.0,97,81,388.0,276.0,112.0,97.0,246.43,1.0,code_match,387,0.007227281471090437,53547.1
26|20|05|035|149|468,4349,2988,1361,220,4.0,1079,1283,4356.0,2995.0,1361.0,1079.0,220.06,7.0,code_match,4349,0.025394859463742522,171255.1
26|20|05|035|149|476,2765,2046,719,285,4.4,627,495,2765.0,2046.0,719.0,627.0,284.56,0.0,code_match,2765,0.013959241891354258,198076.7
26|20|05|035|149|528,540,357,183,195,4.7,116,102,541.0,358.0,183.0,116.0,195.63,1.0,code_match,540,0.019325401558785888,27942.5
26|20|05|035|149|552,23,14,9,156,2.9,8,5,27.0,17.0,10.0,8.0,170.0,4.0,code_match,23,0.013282605192493758,1731.6
26|20|05|035|149|616,2500,1669,831,201,4.3,576,583,2500.0,1669.0,831.0,576.0,200.84,0.0,code_match,2500,0.014840353409378471,168459.6
26|20|09|027|447|036,2322,1455,867,168,4.1,563,555,2322.0,1455.0,867.0,563.0,167.82,0.0,code_match,2322,0.013489726489367951,172131.0
26|20|09|027|447|044,2191,710,1481,48,6.5,336,312,2196.0,716.0,1480.0,336.0,48.38,5.0,code_match,2191,0.026245601134146177,83480.7
26|20|09|027|447|056,2162,876,1286,68,4.3,506,475,2162.0,876.0,1286.0,498.0,68.12,0.0,code_match,2162,0.049480734212292585,43693.8
26|20|09|027|447|168,1124,595,529,113,4.0,281,340,1124.0,595.0,529.0,280.0,112.48,0.0,code_match,1124,0.011381406860580026,98757.6
26|20|09|027|447|236,6296,3551,2745,129,3.6,1759,1700,6299.0,3553.0,2746.0,1758.0,129.39,3.0,code_match,6296,0.05453836783763251,115441.7
26|20|09|027|447|244,1255,675,580,116,4.0,315,331,1255.0,675.0,580.0,315.0,116.38,0.0,code_match,1255,0.0073299878477790835,171214.5
26|20|09|027|447|276,2159,1200,959,125,3.7,578,565,2159.0,1200.0,959.0,578.0,125.13,0.0,code_match,2159,0.029353057409376528,73552.8
26|20|09|027|447|288,681,464,217,214,3.2,212,210,681.0,464.0,217.0,212.0,213.82,0.0,code_match,681,0.009576914357646092,71108.5
26|20|09|027|447|376,2033,1095,938,117,3.9,520,492,2033.0,1095.0,938.0,519.0,116.74,0.0,code_match,2033,0.02418708766003469,84053.1
26|20|09|027|447|388,2196,1439,757,190,3.9,560,552,2199.0,1442.0,757.0,519.0,190.49,3.0,code_match,2196,0.07211443230577766,30451.6
26|20|09|027|447|424,2191,1287,904,142,3.7,592,547,2191.0,1289.0,902.0,592.0,142.9,0.0,code_match,2191,0.024899845137626893,87992.5
26|20|09|027|447|508,982,550,432,127,3.3,301,320,982.0,550.0,432.0,301.0,127.31,0.0,code_match,982,0.00880841159562395,111484.3
26|20|09|027|447|528,2707,1467,1240,118,3.8,711,675,2707.0,1467.0,1240.0,711.0,118.31,0.0,code_match,2707,0.0413478003460116,65469.0
26|20|09|028|447|068,429,308,121,255,2.9,147,23,429.0,308.0,121.0,147.0,254.55,0.0,code_match,429,0.01445341629844883,29681.6
26|20|09|028|447|176,1411,772,639,121,4.3,329,310,1411.0,772.0,639.0,329.0,120.81,0.0,code_match,1411,0.016348941327285475,86305.3
26|20|09|028|447|212,689,427,262,163,4.6,151,120,691.0,429.0,262.0,151.0,163.74,2.0,code_match,689,0.00394617785550656,174599.3
26|20|09|028|447|220,3530,2137,1393,153,4.6,772,655,3530.0,2137.0,1393.0,772.0,153.41,0.0,code_match,3530,0.03773565464776287,93545.5
26|20|09|028|447|228,1213,706,507,139,4.3,282,195,1213.0,706.0,507.0,282.0,139.25,0.0,code_match,1213,0.010528257366421602,115213.7
26|20|09|028|447|296,1504,895,609,147,4.6,326,220,1504.0,895.0,609.0,326.0,146.96,0.0,code_match,1504,0.01820296738408401,82623.9
26|20|09|028|447|304,1541,870,671,130,3.4,449,375,1536.0,865.0,671.0,449.0,128.91,-5.0,code_match,1541,0.013286645363458352,115981.1
26|20|09|028|447|312,5258,2893,2365,122,3.3,1609,1135,5258.0,2893.0,2365.0,1608.0,122.33,0.0,code_match,5258,0.036807049002231786,142853.1
26|20|09|028|447|320,1633,906,727,125,3.5,465,350,1633.0,906.0,727.0,465.0,124.62,0.0,code_match,1633,0.019230436176946218,84917.5
26|20|09|028|447|356,1174,723,451,160,3.4,347,270,1174.0,723.0,451.0,347.0,160.31,0.0,code_match,1174,0.012298411818743187,95459.5
26|20|09|028|447|364,639,442,197,224,5.0,128,125,639.0,442.0,197.0,128.0,224.37,0.0,code_match,639,0.01488394004796435,42932.2
26|20|09|028|447|368,1273,705,568,124,4.4,290,220,1273.0,705.0,568.0,290.0,124.12,0.0,code_match,1273,0.013055695039640113,97505.3
26|20|09|029|447|188,3295,1964,1331,148,3.7,891,863,3295.0,1964.0,1331.0,891.0,147.56,0.0,code_match,3295,0.015854887740004132,207822.3
26|20|09|029|447|196,2577,1351,1226,110,3.9,659,847,2577.0,1351.0,1226.0,659.0,110.2,0.0,code_match,2577,0.016378985271459087,157335.8
26|20|09|029|447|416,22235,12266,9969,123,3.8,5844,5766,22224.0,12256.0,9968.0,5844.0,122.95,-11.0,code_match,22235,0.11893258694792944,186954.6
26|20|09|029|447|440,14388,8407,5981,141,3.9,3709,3367,14390.0,8409.0,5981.0,3709.0,140.6,2.0,code_match,14388,0.16068155088386127,89543.6
26|20|09|029|447|468,4993,2978,2015,148,3.7,1359,1387,4993.0,2978.0,2015.0,1359.0,147.79,0.0,code_match,4993,0.04876454142344555,102390.0
26|20|09|029|447|488,751,408,343,119,4.3,173,243,751.0,408.0,343.0,173.0,118.95,0.0,code_match,751,0.004196165963900234,178972.9
26|20|09|029|447|568,6779,3897,2882,135,3.8,1790,1538,6780.0,3897.0,2883.0,1790.0,135.17,1.0,code_match,6779,0.10599467617415387,63956.0
26|20|09|030|149|188,27,17,10,170,1.6,17,35,27.0,17.0,10.0,17.0,170.0,0.0,code_match,27,0.004800483984863973,5624.4
26|20|09|030|447|052,1764,1405,359,391,8.5,207,202,1764.0,1405.0,359.0,207.0,391.36,0.0,code_match,1764,0.011390483377654182,154866.1
26|20|09|030|447|060,260,179,81,221,2.1,124,125,260.0,179.0,81.0,124.0,220.99,0.0,code_match,260,0.006404677873065442,40595.3
26|20|09|030|447|076,1312,887,425,209,3.3,397,380,1321.0,895.0,426.0,397.0,210.09,9.0,code_match,1312,0.033527417953062064,39132.2
26|20|09|030|447|084,537,447,90,497,4.4,121,120,537.0,447.0,90.0,121.0,496.67,0.0,code_match,537,0.022743552300664348,23611.1
26|20|09|030|447|096,5604,3358,2246,150,4.0,1397,1280,5624.0,3378.0,2246.0,1396.0,150.4,20.0,code_match,5604,0.08663225385089286,64687.2
26|20|09|030|447|204,393,241,152,159,4.2,94,110,393.0,241.0,152.0,94.0,158.55,0.0,code_match,393,0.0091514963728811,42943.8
26|20|09|030|447|248,451,302,149,203,4.5,100,100,451.0,302.0,149.0,100.0,202.68,0.0,code_match,451,0.05733287170764248,7866.3
26|20|09|030|447|268,257,132,125,106,2.7,95,90,257.0,132.0,125.0,95.0,105.6,0.0,code_match,257,0.006206035900439538,41411.3
26|20|09|030|447|348,485,340,145,235,5.6,86,100,485.0,340.0,145.0,86.0,234.48,0.0,code_match,485,0.004710372469145793,102964.3
26|20|09|030|447|476,796,507,289,175,3.8,211,121,806.0,516.0,290.0,211.0,177.93,10.0,code_match,796,0.03769342325047225,21117.7
26|20|09|030|447|484,4,4,0,0,1.0,4,15,4.0,4.0,0.0,4.0,0.0,0.0,code_match,4,0.0054572494597284445,733.0
26|20|09|030|447|496,1361,892,469,190,4.4,309,225,1368.0,899.0,469.0,309.0,191.68,7.0,code_match,1361,0.02617105404271169,52004.0
26|20|09|031|149|040,1090,619,471,131,3.7,294,275,1090.0,619.0,471.0,294.0,131.42,0.0,code_match,1090,0.008140519079981949,133898.1
26|20|09|031|149|064,620,371,249,149,3.2,191,160,620.0,371.0,249.0,191.0,149.0,0.0,code_match,620,0.011843224728396768,52350.6
26|20|09|031|149|156,783,424,359,118,3.9,199,170,783.0,424.0,359.0,198.0,118.11,0.0,code_match,783,0.005586766257101905,140152.6
26|20|09|031|149|164,536,341,195,175,3.5,153,180,536.0,341.0,195.0,153.0,174.87,0.0,code_match,536,0.012947701112974882,41397.3
26|20|09|031|149|188,976,631,345,183,4.0,247,280,976.0,631.0,345.0,247.0,182.9,0.0,code_match,976,0.009868422257188347,98901.3
26|20|09|031|149|216,214,114,100,114,5.2,41,75,214.0,114.0,100.0,41.0,114.0,0.0,code_match,214,0.005999731639814928,35668.3
26|20|09|031|149|308,770,444,326,136,4.3,181,180,770.0,444.0,326.0,178.0,136.2,0.0,code_match,770,0.007165115151615639,107465.1
26|20|09|031|149|368,648,368,280,131,4.0,161,145,648.0,368.0,280.0,157.0,131.43,0.0,code_match,648,0.14134112211179925,4584.7
26|20|09|031|149|376,341,211,130,162,3.3,104,100,341.0,211.0,130.0,104.0,162.31,0.0,code_match,341,0.006440608058082862,52945.3
26|20|09|031|149|396,36,19,17,112,2.6,14,20,36.0,19.0,17.0,14.0,111.76,0.0,code_match,36,0.007380185392663774,4877.9
26|20|09|031|149|524,131,93,38,245,3.4,38,40,131.0,93.0,38.0,38.0,244.74,0.0,code_match,131,0.023327617380255197,5615.7
26|20|12|064|152|068,3514,1924,1590,121,4.1,862,630,3514.0,1924.0,1590.0,861.0,121.01,0.0,code_match,3514,1.4922077791304817,2354.9
26|20|12|064|600|555,8171,4175,3996,105,3.9,2119,1857,8169.0,4175.0,3994.0,2119.0,104.53,-2.0,code_match,8171,0.23555936287217635,34687.6
26|20|12|064|600|594,20916,10685,10231,104,3.9,5327,5445,20918.0,10690.0,10228.0,5319.0,104.52,2.0,code_match,20916,0.31836325948449035,65698.5
26|20|12|065|488|455,2906,1562,1344,116,3.8,770,686,2906.0,1562.0,1344.0,770.0,116.22,0.0,code_match,2906,0.3412877779201721,8514.8
26|20|12|065|488|483,2874,1404,1470,96,4.1,708,636,2875.0,1405.0,1470.0,708.0,95.58,1.0,code_match,2874,0.304782084037421,9429.7
26|20|12|065|488|511,6278,3231,3047,106,3.9,1595,1431,6283.0,3236.0,3047.0,1595.0,106.2,5.0,code_match,6278,0.6212665428935126,10105.2
26|20|12|065|600|594,13049,6518,6531,100,4.0,3290,2980,13048.0,6517.0,6531.0,3290.0,99.79,-1.0,code_match,13049,0.344777835116285,37847.6
26|20|12|066|075|028,12155,6232,5923,105,3.7,3281,3101,12547.0,6434.0,6113.0,3385.0,105.25,392.0,code_match,12155,0.45787201249565634,26546.7
26|20|12|066|148|068,23135,11820,11315,105,3.9,5873,5038,23135.0,11820.0,11315.0,5873.0,104.46,0.0,code_match,23135,1.2510605126867826,18492.3
26|20|12|066|148|140,37623,19898,17723,112,3.9,9699,10244,39194.0,21475.0,17717.0,9701.0,121.21,1571.0,code_match,37623,1.5462705219556017,24331.4
26|20|12|067|370|308,11087,5969,5118,117,4.1,2722,2681,11084.0,5966.0,5118.0,2722.0,116.57,-3.0,code_match,11087,0.14913467807323752,74342.2
26|20|12|067|370|316,18014,10281,7733,133,4.6,3925,2865,19216.0,10907.0,8309.0,4227.0,131.27,1202.0,code_match,18014,0.5292786632231723,34035.0
